KM-2548,2014-06-04T12:46:33Z,6.847937,79.926232,-94,33,0,0
KM-2548,2014-06-04T12:47:24Z,6.847873,79.926472,-137,59,0,0
KM-2548,2014-06-04T12:47:51Z,6.847823,79.926585,-152,78,0,0
KM-2548,2014-06-04T12:48:05Z,6.846676,79.928151,-70,36,151.699997,2.25
KM-2548,2014-06-04T12:48:26Z,6.846441,79.928489,-75,47,126.300003,3.25
KM-2548,2014-06-04T12:48:42Z,6.846017,79.929171,-81,50,117,5.25
KM-2548,2014-06-04T12:48:58Z,6.845277,79.929942,-83,43,131.199997,5.5
KM-2548,2014-06-04T12:49:02Z,6.845135,79.930135,-83,28,124.099998,6
KM-2548,2014-06-04T12:49:05Z,6.845056,79.930246,-83,19,126,3.75
KM-2548,2014-06-04T12:49:08Z,6.844995,79.930331,-83,17,126,3.75
KM-2548,2014-06-04T12:49:13Z,6.844903,79.930401,-83,21,135.300003,3
KM-2548,2014-06-04T12:49:37Z,6.844697,79.931453,-83,66,96.400002,6
KM-2548,2014-06-04T12:49:45Z,6.844766,79.931866,-82,49,85,5.75
KM-2548,2014-06-04T12:49:52Z,6.844771,79.932053,-82,23,93.300003,4.5
KM-2548,2014-06-04T12:49:56Z,6.844754,79.932237,-82,20,101.400002,4.75
KM-2548,2014-06-04T12:49:59Z,6.844731,79.932362,-82,20,100.400002,4.75
KM-2548,2014-06-04T12:50:05Z,6.844701,79.932792,-82,33,94.300003,7
KM-2548,2014-06-04T12:50:08Z,6.844704,79.933054,-81,20,90.900002,9
KM-2548,2014-06-04T12:50:09Z,6.844699,79.933176,-82,20,86,10
KM-2548,2014-06-04T12:50:12Z,6.844714,79.933437,-82,18,85.900002,10
KM-2548,2014-06-04T12:50:15Z,6.844785,79.933748,-82,16,78.300003,11
KM-2548,2014-06-04T12:50:20Z,6.845014,79.934167,-81,46,70.699997,10.75
KM-2548,2014-06-04T12:50:27Z,6.844901,79.934287,-85,47,86.800003,2.25
KM-2548,2014-06-04T12:50:30Z,6.844953,79.934748,-83,19,79.099998,2.25
KM-2548,2014-06-04T12:50:39Z,6.845048,79.934984,-83,33,66.5,3.25
KM-2548,2014-06-04T12:50:43Z,6.845096,79.935172,-83,30,72.400002,4.75
KM-2548,2014-06-04T12:50:46Z,6.845158,79.935329,-83,22,68.599998,5.5
KM-2548,2014-06-04T12:50:49Z,6.845233,79.93553,-83,19,71.199997,6.5
KM-2548,2014-06-04T12:50:53Z,6.845486,79.935991,-84,13,79.099998,9.25
KM-2548,2014-06-04T12:50:55Z,6.845516,79.936173,-84,13,79,9.5
KM-2548,2014-06-04T12:50:57Z,6.845526,79.936371,-84,13,84.300003,10
KM-2548,2014-06-04T12:50:59Z,6.845543,79.936566,-84,13,85.599998,10.5
KM-2548,2014-06-04T12:51:01Z,6.845557,79.936784,-85,13,82.800003,10.75
KM-2548,2014-06-04T12:51:05Z,6.845578,79.937185,-85,14,85.800003,9.75
KM-2548,2014-06-04T12:51:07Z,6.845586,79.937339,-85,16,87.300003,8.5
KM-2548,2014-06-04T12:51:11Z,6.845619,79.93761,-90,15,95.099998,4
KM-2548,2014-06-04T12:51:14Z,6.845614,79.937746,-90,25,91,5.25
KM-2548,2014-06-04T12:51:18Z,6.845543,79.937964,-90,30,105.900002,6.25
KM-2548,2014-06-04T12:51:22Z,6.84552,79.938216,-90,28,97.099998,6.75
KM-2548,2014-06-04T12:51:27Z,6.845511,79.93853,-90,43,90,6.75
KM-2548,2014-06-04T12:51:31Z,6.845419,79.938887,-90,25,97.699997,7.75
KM-2548,2014-06-04T12:51:36Z,6.845333,79.939281,-90,35,105.199997,8.75
KM-2548,2014-06-04T12:51:41Z,6.845299,79.939542,-90,46,94.699997,6.75
KM-2548,2014-06-04T12:51:45Z,6.845236,79.939999,-90,31,99.900002,10.75
KM-2548,2014-06-04T12:51:49Z,6.8452,79.94039,-90,28,94.5,11.25
KM-2548,2014-06-04T12:51:54Z,6.845125,79.94091,-90,25,97.099998,11.25
KM-2548,2014-06-04T12:51:57Z,6.845118,79.941027,-90,21,81.099998,4.25
KM-2548,2014-06-04T12:51:59Z,6.845037,79.94121,-89,16,82.800003,4.5
KM-2548,2014-06-04T12:52:03Z,6.845125,79.941606,-90,15,78.599998,7.25
KM-2548,2014-06-04T12:52:04Z,6.845155,79.941726,-91,14,80.599998,7.75
KM-2548,2014-06-04T12:52:06Z,6.845176,79.941858,-91,14,80.800003,7.25
KM-2548,2014-06-04T12:52:11Z,6.845263,79.942239,-92,14,82.599998,6.25
KM-2548,2014-06-04T12:52:16Z,6.845295,79.942521,-92,16,84.900002,5
KM-2548,2014-06-04T12:52:22Z,6.845325,79.942832,-92,13,83.199997,5.5
KM-2548,2014-06-04T12:52:24Z,6.845337,79.942931,-92,15,83.199997,5.5
KM-2548,2014-06-04T12:52:30Z,6.845404,79.943298,-92,28,80.900002,6.75
KM-2548,2014-06-04T12:52:35Z,6.845445,79.94348,-92,29,81.099998,4.75
KM-2548,2014-06-04T12:52:38Z,6.845485,79.943709,-90,22,80,6.25
KM-2548,2014-06-04T12:52:42Z,6.845503,79.943997,-89,16,86.800003,7.25
KM-2548,2014-06-04T12:52:46Z,6.845562,79.944271,-89,32,77.599998,7.5
KM-2548,2014-06-04T12:52:59Z,6.845937,79.945609,-77,54,60.299999,7.25
KM-2548,2014-06-04T12:53:00Z,6.845806,79.945636,-79,36,78.300003,5.75
KM-2548,2014-06-04T12:53:04Z,6.84585,79.945877,-79,33,79.300003,6.5
KM-2548,2014-06-04T12:53:10Z,6.845845,79.946051,-79,44,102.699997,4
KM-2548,2014-06-04T12:53:34Z,6.846564,79.947962,-74,40,85.5,9
KM-2548,2014-06-04T12:53:37Z,6.846544,79.948127,-74,25,90.599998,7
KM-2548,2014-06-04T12:53:40Z,6.846521,79.948295,-75,22,102.900002,6
KM-2548,2014-06-04T12:53:43Z,6.846485,79.948473,-75,25,99,6.5
KM-2548,2014-06-04T12:53:46Z,6.846469,79.948699,-75,22,92.699997,7.5
KM-2548,2014-06-04T12:53:49Z,6.846462,79.948885,-75,19,91.5,6.75
KM-2548,2014-06-04T12:53:52Z,6.846445,79.949069,-75,26,94,6.75
KM-2548,2014-06-04T12:54:07Z,6.846324,79.949935,-75,48,90.699997,7.5
KM-2548,2014-06-04T12:54:08Z,6.846351,79.950086,-74,40,86.400002,7.75
KM-2548,2014-06-04T12:54:13Z,6.84629,79.950442,-73,27,95.900002,8
KM-2548,2014-06-04T12:54:18Z,6.846236,79.950797,-73,35,97.099998,7.5
KM-2548,2014-06-04T12:54:21Z,6.846113,79.950526,-72,23,105.199997,6.5
KM-2548,2014-06-04T12:54:23Z,6.846058,79.950646,-72,16,106.699997,6.5
KM-2548,2014-06-04T12:54:28Z,6.845965,79.950895,-63,15,101.900002,4.75
