711661919,2014-06-04T12:50:09Z,6.88452,79.86066,0,0,0,0
711661919,2014-06-04T12:50:09Z,6.88463,79.86062,1,1,1,1
711661919,2014-06-04T12:50:09Z,6.88472,79.86057,2,2,2,2
711661919,2014-06-04T12:50:09Z,6.88479,79.86052,3,3,3,3
711661919,2014-06-04T12:50:09Z,6.88488,79.86046,4,4,4,4
711661919,2014-06-04T12:50:09Z,6.88491,79.86045,5,5,5,5
711661919,2014-06-04T12:50:09Z,6.88495,79.86042,6,6,6,6
711661919,2014-06-04T12:50:09Z,6.885,79.8604,7,7,7,7
711661919,2014-06-04T12:50:09Z,6.88501,79.86038,8,8,8,8
711661919,2014-06-04T12:50:09Z,6.88504,79.86037,9,9,9,9
711661919,2014-06-04T12:50:09Z,6.88507,79.86036,10,10,10,10
711661919,2014-06-04T12:50:09Z,6.88509,79.86034,11,11,11,11
711661919,2014-06-04T12:50:09Z,6.88511,79.86034,12,12,12,12
711661919,2014-06-04T12:50:09Z,6.88514,79.86033,13,13,13,13
711661919,2014-06-04T12:50:09Z,6.88517,79.86031,14,14,14,14
711661919,2014-06-04T12:50:09Z,6.8852,79.8603,15,15,15,15
711661919,2014-06-04T12:50:09Z,6.88524,79.86028,16,16,16,16
711661919,2014-06-04T12:50:09Z,6.88529,79.86027,17,17,17,17
711661919,2014-06-04T12:50:09Z,6.88532,79.86026,18,18,18,18
711661919,2014-06-04T12:50:09Z,6.88539,79.86023,19,19,19,19
711661919,2014-06-04T12:50:09Z,6.88543,79.86022,20,20,20,20
711661919,2014-06-04T12:50:09Z,6.88546,79.86022,21,21,21,21
711661919,2014-06-04T12:50:09Z,6.88549,79.86021,22,22,22,22
711661919,2014-06-04T12:50:09Z,6.88551,79.8602,23,23,23,23
711661919,2014-06-04T12:50:09Z,6.88557,79.86018,24,24,24,24
711661919,2014-06-04T12:50:09Z,6.8856,79.86018,25,25,25,25
711661919,2014-06-04T12:50:09Z,6.88562,79.86016,26,26,26,26
711661919,2014-06-04T12:50:09Z,6.88564,79.86015,27,27,27,27
711661919,2014-06-04T12:50:09Z,6.88566,79.86015,26,26,26,26
711661919,2014-06-04T12:50:09Z,6.88569,79.86014,25,25,25,25
711661919,2014-06-04T12:50:09Z,6.88572,79.86013,24,24,24,24
711661919,2014-06-04T12:50:09Z,6.88574,79.86011,23,23,23,23
711661919,2014-06-04T12:50:09Z,6.88576,79.86011,22,22,22,22
711661919,2014-06-04T12:50:09Z,6.88579,79.86011,21,21,21,21
711661919,2014-06-04T12:50:09Z,6.88583,79.8601,20,20,20,20
711661919,2014-06-04T12:50:09Z,6.88585,79.86009,19,19,19,19
711661919,2014-06-04T12:50:09Z,6.8859,79.86008,18,18,18,18
711661919,2014-06-04T12:50:09Z,6.88594,79.86006,17,17,17,17
711661919,2014-06-04T12:50:09Z,6.88596,79.86006,16,16,16,16
711661919,2014-06-04T12:50:09Z,6.88598,79.86005,15,15,15,15
711661919,2014-06-04T12:50:09Z,6.88602,79.86004,14,14,14,14
711661919,2014-06-04T12:50:09Z,6.88604,79.86003,13,13,13,13
711661919,2014-06-04T12:50:09Z,6.88607,79.86002,12,12,12,12
711661919,2014-06-04T12:50:09Z,6.88609,79.86002,11,11,11,11
711661919,2014-06-04T12:50:09Z,6.88617,79.85999,10,10,10,10
711661919,2014-06-04T12:50:09Z,6.88622,79.85998,9,9,9,9
711661919,2014-06-04T12:50:09Z,6.88624,79.85998,10,10,10,10
711661919,2014-06-04T12:50:09Z,6.88627,79.85997,11,11,11,11
711661919,2014-06-04T12:50:09Z,6.88631,79.85996,12,12,12,12
711661919,2014-06-04T12:50:09Z,6.88634,79.85994,13,13,13,13
711661919,2014-06-04T12:50:09Z,6.88639,79.85993,14,14,14,14
711661919,2014-06-04T12:50:09Z,6.88645,79.85991,15,15,15,15
711661919,2014-06-04T12:50:09Z,6.88649,79.8599,16,16,16,16
711661919,2014-06-04T12:50:09Z,6.88661,79.85987,17,17,17,17
711661919,2014-06-04T12:50:09Z,6.88666,79.85986,18,18,18,18
711661919,2014-06-04T12:50:09Z,6.88668,79.85985,19,19,19,19
711661919,2014-06-04T12:50:09Z,6.8867,79.85984,20,20,20,20
711661919,2014-06-04T12:50:09Z,6.88683,79.85981,21,21,21,21
711661919,2014-06-04T12:50:09Z,6.88685,79.8598,22,22,22,22
711661919,2014-06-04T12:50:09Z,6.88686,79.8598,23,23,23,23
711661919,2014-06-04T12:50:09Z,6.88686,79.85979,24,24,24,24
711661919,2014-06-04T12:50:09Z,6.88687,79.85978,25,25,25,25
711661919,2014-06-04T12:50:09Z,6.88688,79.85977,26,26,26,26
711661919,2014-06-04T12:50:09Z,6.88689,79.85976,27,27,27,27
711661919,2014-06-04T12:50:09Z,6.88693,79.85976,28,28,28,28
711661919,2014-06-04T12:50:09Z,6.88695,79.85975,29,29,29,29
711661919,2014-06-04T12:50:09Z,6.88698,79.85974,30,30,30,30
711661919,2014-06-04T12:50:09Z,6.887,79.85973,31,31,31,31
711661919,2014-06-04T12:50:09Z,6.88702,79.85972,30,30,30,30
711661919,2014-06-04T12:50:09Z,6.88709,79.8597,29,29,29,29
711661919,2014-06-04T12:50:09Z,6.88711,79.85969,28,28,28,28
711661919,2014-06-04T12:50:09Z,6.88714,79.85968,27,27,27,27
711661919,2014-06-04T12:50:09Z,6.88716,79.85968,26,26,26,26
711661919,2014-06-04T12:50:09Z,6.88721,79.85966,25,25,25,25
711661919,2014-06-04T12:50:09Z,6.88723,79.85965,24,24,24,24
711661919,2014-06-04T12:50:09Z,6.88726,79.85964,23,23,23,23
711661919,2014-06-04T12:50:09Z,6.88728,79.85964,22,22,22,22
711661919,2014-06-04T12:50:09Z,6.88729,79.85963,21,21,21,21
711661919,2014-06-04T12:50:09Z,6.88732,79.85962,20,20,20,20
711661919,2014-06-04T12:50:09Z,6.88734,79.85962,19,19,19,19
711661919,2014-06-04T12:50:09Z,6.88736,79.85961,18,18,18,18
711661919,2014-06-04T12:50:09Z,6.88738,79.8596,17,17,17,17
711661919,2014-06-04T12:50:09Z,6.88741,79.85958,16,16,16,16
711661919,2014-06-04T12:50:09Z,6.88742,79.85958,15,15,15,15
711661919,2014-06-04T12:50:09Z,6.88744,79.85958,14,14,14,14
711661919,2014-06-04T12:50:09Z,6.88746,79.85957,13,13,13,13
711661919,2014-06-04T12:50:09Z,6.88759,79.85953,12,12,12,12
711661919,2014-06-04T12:50:09Z,6.88761,79.85953,11,11,11,11
711661919,2014-06-04T12:50:09Z,6.88764,79.85952,10,10,10,10
711661919,2014-06-04T12:50:09Z,6.88766,79.85952,9,9,9,9
711661919,2014-06-04T12:50:09Z,6.88769,79.85951,9,9,9,9
711661919,2014-06-04T12:50:09Z,6.88772,79.8595,9,9,9,9
711661919,2014-06-04T12:50:09Z,6.88773,79.85949,9,9,9,9
711661919,2014-06-04T12:50:09Z,6.88775,79.85949,9,9,9,9
711661919,2014-06-04T12:50:09Z,6.88777,79.85949,9,9,9,9
711661919,2014-06-04T12:50:09Z,6.88779,79.85949,9,9,9,9
711661919,2014-06-04T12:50:09Z,6.8878,79.85948,9,9,9,9
711661919,2014-06-04T12:50:09Z,6.88782,79.85948,9,9,9,9
711661919,2014-06-04T12:50:09Z,6.88784,79.85947,9,9,9,9
711661919,2014-06-04T12:50:09Z,6.88787,79.85946,9,9,9,9
711661919,2014-06-04T12:50:09Z,6.88789,79.85946,9,9,9,9
711661919,2014-06-04T12:50:09Z,6.88791,79.85945,9,9,9,9
