GA-3495,2014-06-17T08:35:26Z,6.901907,79.858888,-79,44,0,0
GA-3495,2014-06-17T08:35:30Z,6.902155,79.858988,-72,25,0,0
GA-3495,2014-06-17T08:35:33Z,6.902632,79.858792,-72,15,338.799988,6.75
GA-3495,2014-06-17T08:35:35Z,6.902768,79.858734,-73,14,337.899994,8
GA-3495,2014-06-17T08:35:38Z,6.902925,79.858681,-72,12,340.600006,6
GA-3495,2014-06-17T08:35:40Z,6.903046,79.858628,-71,13,335,7.5
GA-3495,2014-06-17T08:35:44Z,6.903253,79.858617,-73,12,343.899994,6
GA-3495,2014-06-17T08:35:46Z,6.903406,79.858557,-77,13,345.200012,6
GA-3495,2014-06-17T08:35:48Z,6.90353,79.858528,-77,12,347.899994,6.25
GA-3495,2014-06-17T08:35:52Z,6.903767,79.858478,-79,12,350.700012,6.5
GA-3495,2014-06-17T08:35:54Z,6.90389,79.85843,-80,12,346.600006,6.5
GA-3495,2014-06-17T08:35:57Z,6.904052,79.858401,-81,13,348.5,7.25
GA-3495,2014-06-17T08:35:59Z,6.904163,79.858435,-81,13,15.2,6
GA-3495,2014-06-17T08:36:04Z,6.904541,79.858412,-84,16,2.3,7.75
GA-3495,2014-06-17T08:36:06Z,6.904674,79.858431,-84,15,6.9,7.5
GA-3495,2014-06-17T08:36:10Z,6.904946,79.858464,-82,15,6.6,8.25
GA-3495,2014-06-17T08:36:14Z,6.905266,79.858559,-82,20,14.7,9
GA-3495,2014-06-17T08:36:17Z,6.905368,79.858539,-85,15,350.200012,5.75
GA-3495,2014-06-17T08:36:19Z,6.905393,79.858496,-85,16,314,4.25
GA-3495,2014-06-17T08:36:22Z,6.905494,79.858245,-86,16,287.100006,6.25
GA-3495,2014-06-17T08:36:25Z,6.905517,79.858052,-87,20,277.799988,6.5
GA-3495,2014-06-17T08:36:28Z,6.905554,79.857895,-87,25,288,5.25
GA-3495,2014-06-17T08:36:32Z,6.905512,79.857767,-88,22,271.899994,4.25
GA-3495,2014-06-17T08:36:35Z,6.905556,79.857613,-91,17,265.799988,4.75
GA-3495,2014-06-17T08:36:37Z,6.905566,79.857561,-91,16,280.399994,3
GA-3495,2014-06-17T08:36:41Z,6.905567,79.857409,-98,15,270.600006,3.75
GA-3495,2014-06-17T08:36:43Z,6.9055,79.857156,-98,16,249.199997,7.25
GA-3495,2014-06-17T08:36:46Z,6.905434,79.857,-96,18,250.300003,6
GA-3495,2014-06-17T08:36:48Z,6.905379,79.85691,-95,16,249.699997,6.5
GA-3495,2014-06-17T08:36:52Z,6.905314,79.856747,-95,12,255.699997,4.5
GA-3495,2014-06-17T08:36:55Z,6.905344,79.856605,-93,14,285.5,4.75
